Wavelength_nm,Dilution_Corrected_Absorbance
230,0.1364304
233,0.1257324
236,0.1189509
239,0.1131427
242,0.1091517
245,0.1052764
248,0.1020014
251,0.09861638
254,0.09571095
257,0.09277407
260,0.08998123
263,0.08702403
266,0.08396755
269,0.08106183
272,0.07788691
275,0.07489731
278,0.07180884
281,0.0686439
284,0.06440572
287,0.06279365
290,0.05997573
293,0.05732328
296,0.05473785
299,0.05208594
302,0.04956514
305,0.0471151
308,0.04485643
311,0.04270072
314,0.04058318
317,0.03860571
320,0.03667413
323,0.03479642
326,0.0330453
329,0.03144547
332,0.02986784
335,0.02841512
338,0.02702689
341,0.02566289
344,0.02442109
347,0.02314447
350,0.02198295
353,0.0208495
356,0.01975712
359,0.01876508
362,0.01779784
365,0.01686469
368,0.01595331
371,0.01512156
374,0.01427851
377,0.01351946
380,0.01283165
383,0.0121719
386,0.01150849
389,0.01086713
392,0.0102786
395,0.009698268
398,0.009212967
401,0.0087447
404,0.008264597
407,0.007822529
410,0.007390502
413,0.006976679
416,0.006603242
419,0.006281419
422,0.005970039
425,0.005731209
428,0.005513255
431,0.00526428
434,0.005019954
437,0.004819916
440,0.004599707
443,0.004348652
446,0.004133944
449,0.003927784
452,0.003766038
455,0.003675778
458,0.003575735
461,0.003457494
464,0.003374707
467,0.00326348
470,0.003188364
473,0.003024961
476,0.002961431
479,0.002855819
482,0.002720045
485,0.002669528
488,0.002561137
491,0.002523108
494,0.002461695
497,0.002346902
500,0.002277278
503,0.002200652
506,0.002141438
509,0.002063594
512,0.002001184
515,0.001982818
518,0.001944711
521,0.00190491
524,0.001849848
527,0.001785082
530,0.001734845
533,0.00169036
536,0.001677839
539,0.001636319
542,0.001576526
545,0.001535454
548,0.001488949
551,0.001464243
554,0.001463759
557,0.001435773
560,0.00140968
563,0.001343301
566,0.001388386
569,0.001344364
572,0.001334633
575,0.001340327
578,0.001382249
581,0.001306118
584,0.001294192
587,0.001258999
590,0.001276936
593,0.001262425
596,0.001231697
599,0.001180354
602,0.001202176
605,0.001250385
608,0.001174891
611,0.001179905
614,0.001189561
617,0.001205198
620,0.001156048
623,0.001145175
626,0.001200586
629,0.00114883
632,0.001140823
635,0.00104419
638,0.001041837
641,9.808674e-4
644,0.001005226
647,9.938742e-4
650,9.778474e-4
653,0.001005188
656,9.464886e-4
659,9.768078e-4
662,9.815434e-4
665,0.001023913
668,9.599229e-4
671,9.955095e-4
674,9.368107e-4
677,9.740649e-4
680,9.541648e-4
683,8.895056e-4
686,8.99104e-4
689,8.752368e-4
692,8.968749e-4
695,8.709299e-4
698,8.605785e-4
701,8.249467e-4
704,0.00087590020000000005
707,9.125187e-4
710,8.878702e-4
713,8.370877e-4
716,7.849261e-4
719,7.710184e-4
722,7.578302e-4
725,7.727845e-4
728,8.571586e-4
731,9.848802e-4
734,9.960784e-4
737,9.982916e-4
740,0.001017175
743,9.264258e-4
746,8.230138e-4
749,6.931729e-4
752,7.338237e-4
755,6.951852e-4
758,6.757827e-4
761,7.854924e-4
764,9.095652e-4
767,9.768798e-4
770,9.895335e-4
773,9.916266e-4
776,8.936024e-4
779,8.654358e-4
782,7.258624e-4
785,9.104132e-4
788,8.168338e-4
791,8.75819e-4
794,8.899982e-4
797,8.337312e-4
800,8.340887e-4
